doc_id,compound_id,trial_id,doc_type,title,author,date,full_text,tags
DOC-00226,CMP-0026,TRL-0017,Literature Review,Literature Review: RX-1025 - Aug 2024,Clinton Lee,2025-09-07,"A meta-analysis of Respiratory trials targeting SGLT2 found that symptom control improved in 62% of studies reviewed, though Pyrexia was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the RX-1025 clinical development plan.","Clinical,Literature Review,Safety"
DOC-00227,CMP-0032,TRL-0020,Conference Abstract,Conference Abstract: RX-1031 - Jan 2025,Andrea Sanchez,2025-04-18,"Conference abstract: 'RX-1031 demonstrates promising efficacy in Respiratory: results from TRL-0020.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Elevated Liver Enzymes (Severe, self-limited).","Conference Abstract,Safety,Respiratory"
DOC-00228,CMP-0067,,Regulatory Briefing,Regulatory Briefing: RX-1066 - May 2025,Victor Brown,2025-10-06,Regulatory briefing document for RX-1066: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Clinical,Regulatory Briefing,R&D"
DOC-00229,CMP-0040,TRL-0028,Internal Memo,Internal Memo: DKU-1039 - Apr 2025,Carolyn Cantu,2024-10-27,"Status update on TRL-0028 (DKU-1039): enrollment is at 34% of target across 3 sites. Safety signal review for Vomiting is complete, no signal identified. No changes recommended to the current protocol at this time.","R&D,VEGFR2,Internal Memo"
DOC-00230,CMP-0015,TRL-0007,Literature Review,Literature Review: SNF-1014 - Feb 2024,David James,2025-05-26,"Recent literature on ALK inhibitors highlights growing interest in Cardiology indications. Several published studies report that selective ALK modulation can reduce Fatigue-related toxicity relative to first-generation agents. This supports continued investment in the SNF-1014 program, particularly given its allosteric modulator of alk, reducing pathological receptor activation","Literature Review,ALK,Safety"
DOC-00231,CMP-0066,,Lab Notebook Entry,Lab Notebook Entry: VLX-1065 - Feb 2026,Barbara Walker,2025-08-05,Follow-up assay for VLX-1065: repeated Enzymatic Inhibition Assay in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was higher than expected (>20%). VLX-1065 remains a backup candidate for the Infectious Disease program pending formulation optimization.,"BRAF,Clinical,Infectious Disease"
DOC-00232,CMP-0067,,Regulatory Briefing,Regulatory Briefing: RX-1066 - May 2025,Matthew Bartlett,2026-07-10,Regulatory briefing document for RX-1066: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Clinical,JAK2,Oncology"
DOC-00233,CMP-0026,TRL-0017,Conference Abstract,Conference Abstract: RX-1025 - Aug 2025,Luis Cole,2025-12-15,"Conference abstract: 'RX-1025 demonstrates durable efficacy in Respiratory: results from TRL-0017.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Insomnia (Severe, self-limited).","R&D,Conference Abstract,Clinical"
DOC-00234,CMP-0121,TRL-0084,Literature Review,Literature Review: AGN-1120 - Oct 2025,Haley Travis,2025-01-28,"Recent literature on GLP-1R inhibitors highlights growing interest in Oncology indications. Several published studies report that selective GLP-1R modulation can reduce Diarrhea-related toxicity relative to first-generation agents. This supports continued investment in the AGN-1120 program, particularly given its monoclonal antibody that binds glp-1r, triggering immune-mediated cell death","Oncology,Literature Review,R&D"
DOC-00235,CMP-0136,,Lab Notebook Entry,Lab Notebook Entry: SNF-1135 - Jun 2026,Joshua Ward,2024-02-23,Follow-up assay for SNF-1135: repeated Pharmacokinetic (PK) Study in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was higher than expected (>20%). SNF-1135 remains a high-priority candidate for the Infectious Disease program pending in vivo follow-up.,"Lab Notebook Entry,Infectious Disease,Clinical"
DOC-00236,CMP-0028,,Regulatory Briefing,Regulatory Briefing: AGN-1027 - Aug 2025,Walter Kidd,2026-05-10,Regulatory briefing document for AGN-1027: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Immunology population prior to advancing to the next phase.,"R&D,Immunology,Clinical"
DOC-00237,CMP-0125,,Internal Memo,Internal Memo: DKU-1124 - Oct 2023,Brianna Stevens,2025-11-04,Internal memo re: DKU-1124 (Discovery). The project team met to review Q4 progress. Key decision: continue to next dose cohort. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-10-27.,"Internal Memo,Safety,R&D"
DOC-00238,CMP-0122,TRL-0085,Lab Notebook Entry,Lab Notebook Entry: SNF-1121 - May 2025,James Larsen,2024-10-08,Follow-up assay for SNF-1121: repeated Selectivity Panel in triplicate to confirm prior result of dose-dependent inhibition. Variance was higher than expected (>20%). SNF-1121 remains a backup candidate for the Cardiology program pending structural analog screening.,"R&D,Cardiology,Lab Notebook Entry"
DOC-00239,CMP-0004,,Conference Abstract,Conference Abstract: PSA-1003 - Jul 2026,Jason Quinn,2025-01-16,"Conference abstract: 'PSA-1003 demonstrates superior efficacy in Oncology: results from N/A.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Elevated Liver Enzymes (Mild, self-limited).","BCL-2,Oncology,Conference Abstract"
DOC-00240,CMP-0076,TRL-0056,SOP Deviation Report,SOP Deviation Report: VLX-1075 - Nov 2024,Gabriel Ross,2025-11-18,"SOP deviation report: during Pharmacokinetic (PK) Study for VLX-1075, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","ALK,SOP Deviation Report,Metabolic Disease"
DOC-00241,CMP-0047,,SOP Deviation Report,SOP Deviation Report: SNF-1046 - Apr 2024,Connor Lee,2026-05-01,"SOP deviation report: during Enzymatic Inhibition Assay for SNF-1046, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Immunology,SOP Deviation Report,Safety"
DOC-00242,CMP-0061,,Internal Memo,Internal Memo: AGN-1060 - Jul 2025,Kimberly Gallagher,2024-12-07,Status update on N/A (AGN-1060): enrollment is at 37% of target across 8 sites. Safety signal review for Injection Site Reaction is ongoing. No changes recommended to the current protocol at this time.,"VEGFR2,Internal Memo,Safety"
DOC-00243,CMP-0142,TRL-0106,Conference Abstract,Conference Abstract: VLX-1141 - Aug 2025,Charles Rodriguez,2025-09-01,"Conference abstract: 'VLX-1141 demonstrates durable efficacy in Infectious Disease: results from TRL-0106.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was QT Prolongation (Severe, self-limited).","Clinical,HER2,R&D"
DOC-00244,CMP-0073,TRL-0053,SOP Deviation Report,SOP Deviation Report: DKU-1072 - Aug 2024,Patricia Hanson,2023-11-12,"SOP deviation report: during Solubility Assay for DKU-1072, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","R&D,KRAS G12C,Metabolic Disease"
DOC-00245,CMP-0081,,Internal Memo,Internal Memo: SNF-1080 - May 2025,James Holmes,2024-04-02,Internal memo re: SNF-1080 (Preclinical). The project team met to review Q3 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-10-15.,"R&D,Immunology,mTOR"
DOC-00246,CMP-0116,,Lab Notebook Entry,Lab Notebook Entry: AGN-1115 - Jan 2025,Jasmin Estrada,2024-07-13,Follow-up assay for AGN-1115: repeated Metabolic Stability (Microsomal) in triplicate to confirm prior result of no significant activity. Variance was moderate (10-20%). AGN-1115 remains a high-priority candidate for the Metabolic Disease program pending scale-up synthesis.,"Clinical,Safety,Lab Notebook Entry"
DOC-00247,CMP-0074,TRL-0055,Internal Memo,Internal Memo: RX-1073 - May 2025,James Casey,2024-04-21,Internal memo re: RX-1073 (Phase I). The project team met to review Q1 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-26.,"R&D,Clinical,KRAS G12C"
DOC-00248,CMP-0066,,Regulatory Briefing,Regulatory Briefing: VLX-1065 - Dec 2024,Sean Anderson,2026-07-03,Regulatory briefing document for VLX-1065: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Infectious Disease population prior to advancing to the next phase.,"Regulatory Briefing,R&D,BRAF"
DOC-00249,CMP-0036,TRL-0023,SOP Deviation Report,SOP Deviation Report: PSA-1035 - Aug 2024,Lisa Moss,2026-05-04,"SOP deviation report: during Pharmacokinetic (PK) Study for PSA-1035, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","Metabolic Disease,Safety,GLP-1R"
DOC-00250,CMP-0009,,Lab Notebook Entry,Lab Notebook Entry: PSA-1008 - Sep 2025,Angelica Smith,2026-04-19,"Ran hERG Cardiotoxicity Screen on PSA-1008 (ALK program) at 6.7 uM concentration. Observed dose-dependent inhibition. Compared to reference compound, PSA-1008 showed modestly improved activity. Recommend formulation optimization.","Respiratory,Clinical,Safety"
